Range,Style,Total Proj Time (ns),Total Range Time (ns),Range Instances,Proj Avg (ns),Proj Med (ns),Proj Min (ns),Proj Max (ns),Proj StdDev (ns),Total GPU Ops,Avg GPU Ops,Avg Range Lvl,Avg Num Child
:goal22:dsa_flashmla_kv_decode_m32:stock_region,PushPop,25312,69525,1,25312.0,25312.0,25312,25312,0.0,1,1.0,0.0,0.0
