Range,Style,Total Proj Time (ns),Total Range Time (ns),Range Instances,Proj Avg (ns),Proj Med (ns),Proj Min (ns),Proj Max (ns),Proj StdDev (ns),Total GPU Ops,Avg GPU Ops,Avg Range Lvl,Avg Num Child
:goal22:dsa_flashmla_kv_decode_m16:stock_region,PushPop,27040,56900,1,27040.0,27040.0,27040,27040,0.0,2,2.0,0.0,0.0
