experiment_id,task,session_id,model,reasoning_effort,request_index,timestamp,input_tokens,cached_input_tokens,uncached_input_tokens,output_tokens,reasoning_output_tokens,non_reasoning_output_tokens,total_tokens,cum_input_tokens,cum_cached_input_tokens,cum_uncached_input_tokens,cum_output_tokens,cum_reasoning_output_tokens,cum_total_tokens
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,32,2026-07-14T16:10:37.788Z,108238,0,108238,541,68,473,108779,2231149,1316864,914285,13707,4457,2244856
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,33,2026-07-14T16:11:26.466Z,110542,103552,6990,102,0,102,110644,2341691,1420416,921275,13809,4457,2355500
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,34,2026-07-14T16:12:18.295Z,111561,110208,1353,1152,814,338,112713,2453252,1530624,922628,14961,5271,2468213
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,35,2026-07-14T16:14:39.277Z,111991,111232,759,289,0,289,112280,2565243,1641856,923387,15250,5271,2580493
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,36,2026-07-14T16:15:35.869Z,111825,0,111825,204,0,204,112029,2677068,1641856,1035212,15454,5271,2692522
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,37,2026-07-14T16:17:06.504Z,114320,111744,2576,65,0,65,114385,2791388,1753600,1037788,15519,5271,2806907
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,38,2026-07-14T16:18:23.743Z,115423,7808,107615,550,395,155,115973,2906811,1761408,1145403,16069,5666,2922880
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,39,2026-07-14T16:20:26.174Z,115599,113792,1807,284,0,284,115883,3022410,1875200,1147210,16353,5666,3038763
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,40,2026-07-14T16:21:42.209Z,115957,115328,629,196,0,196,116153,3138367,1990528,1147839,16549,5666,3154916
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,41,2026-07-14T16:22:14.803Z,119586,115840,3746,128,37,91,119714,3257953,2106368,1151585,16677,5703,3274630
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,42,2026-07-14T16:22:47.533Z,124782,119424,5358,869,512,357,125651,3382735,2225792,1156943,17546,6215,3400281
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,43,2026-07-14T16:23:33.010Z,124577,104064,20513,222,110,112,124799,3507312,2329856,1177456,17768,6325,3525080
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,44,2026-07-14T16:24:23.620Z,126481,74880,51601,331,0,331,126812,3633793,2404736,1229057,18099,6325,3651892
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,45,2026-07-14T16:25:00.395Z,126885,0,126885,49,0,49,126934,3760678,2404736,1355942,18148,6325,3778826
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,46,2026-07-14T16:26:11.981Z,127972,124544,3428,692,425,267,128664,3888650,2529280,1359370,18840,6750,3907490
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,47,2026-07-14T16:26:59.780Z,131573,127616,3957,57,0,57,131630,4020223,2656896,1363327,18897,6750,4039120
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,48,2026-07-14T16:27:40.210Z,132668,131200,1468,191,98,93,132859,4152891,2788096,1364795,19088,6848,4171979
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,49,2026-07-14T16:28:22.478Z,135876,132224,3652,877,512,365,136753,4288767,2920320,1368447,19965,7360,4308732
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,50,2026-07-14T16:30:06.871Z,136308,0,136308,782,512,270,137090,4425075,2920320,1504755,20747,7872,4445822
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,51,2026-07-14T16:31:59.823Z,142055,135808,6247,47,0,47,142102,4567130,3056128,1511002,20794,7872,4587924
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,52,2026-07-14T16:32:54.073Z,143140,141952,1188,605,512,93,143745,4710270,3198080,1512190,21399,8384,4731669
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,53,2026-07-14T16:33:54.161Z,146347,142976,3371,722,512,210,147069,4856617,3341056,1515561,22121,8896,4878738
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,54,2026-07-14T16:35:14.078Z,146784,146048,736,2480,1024,1456,149264,5003401,3487104,1516297,24601,9920,5028002
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,55,2026-07-14T16:36:03.241Z,148314,146560,1754,314,0,314,148628,5151715,3633664,1518051,24915,9920,5176630
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,56,2026-07-14T16:36:55.492Z,149510,0,149510,225,135,90,149735,5301225,3633664,1667561,25140,10055,5326365
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,57,2026-07-14T16:37:53.147Z,150406,148096,2310,191,167,24,150597,5451631,3781760,1669871,25331,10222,5476962
glm52-codex-04,glm52/o_proj_decode,019f6150-b865-7c73-a939-0b3a0fdbbf06,gpt-5.5,xhigh,58,2026-07-14T16:38:34.702Z,150615,150144,471,263,0,263,150878,5602246,3931904,1670342,25594,10222,5627840
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,1,2026-07-14T15:48:42.856Z,10446,0,10446,101,52,49,10547,10446,0,10446,101,52,10547
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,2,2026-07-14T15:48:52.375Z,10615,0,10615,259,41,218,10874,21061,0,21061,360,93,21421
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,3,2026-07-14T15:49:07.504Z,13814,0,13814,486,38,448,14300,34875,0,34875,846,131,35721
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,4,2026-07-14T15:49:35.590Z,22609,3712,18897,675,394,281,23284,57484,3712,53772,1521,525,59005
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,5,2026-07-14T15:49:51.949Z,25027,13440,11587,304,59,245,25331,82511,17152,65359,1825,584,84336
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,6,2026-07-14T15:50:15.845Z,39054,0,39054,337,82,255,39391,121565,17152,104413,2162,666,123727
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,7,2026-07-14T15:50:39.304Z,42134,38528,3606,250,38,212,42384,163699,55680,108019,2412,704,166111
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,8,2026-07-14T15:51:32.747Z,47211,0,47211,992,484,508,48203,210910,55680,155230,3404,1188,214314
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,9,2026-07-14T15:53:08.144Z,49853,10368,39485,722,328,394,50575,260763,66048,194715,4126,1516,264889
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,10,2026-07-14T15:53:30.946Z,54863,0,54863,537,228,309,55400,315626,66048,249578,4663,1744,320289
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,11,2026-07-14T15:54:58.741Z,58718,0,58718,685,253,432,59403,374344,66048,308296,5348,1997,379692
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,12,2026-07-14T15:55:24.552Z,61303,49792,11511,184,0,184,61487,435647,115840,319807,5532,1997,441179
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,13,2026-07-14T15:55:52.938Z,63388,0,63388,395,34,361,63783,499035,115840,383195,5927,2031,504962
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,14,2026-07-14T15:56:28.970Z,82414,61056,21358,246,34,212,82660,581449,176896,404553,6173,2065,587622
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,15,2026-07-14T15:57:02.368Z,83534,63104,20430,408,0,408,83942,664983,240000,424983,6581,2065,671564
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,16,2026-07-14T15:57:34.323Z,84016,0,84016,256,0,256,84272,748999,240000,508999,6837,2065,755836
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,17,2026-07-14T15:58:09.364Z,85582,82048,3534,272,50,222,85854,834581,322048,512533,7109,2115,841690
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,18,2026-07-14T15:58:52.747Z,85872,85120,752,248,0,248,86120,920453,407168,513285,7357,2115,927810
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,19,2026-07-14T15:59:48.775Z,87138,85632,1506,167,31,136,87305,1007591,492800,514791,7524,2146,1015115
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,20,2026-07-14T16:00:29.401Z,88237,0,88237,122,0,122,88359,1095828,492800,603028,7646,2146,1103474
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,21,2026-07-14T16:01:01.541Z,89534,86656,2878,414,209,205,89948,1185362,579456,605906,8060,2355,1193422
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,22,2026-07-14T16:01:44.724Z,93748,0,93748,132,0,132,93880,1279110,579456,699654,8192,2355,1287302
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,23,2026-07-14T16:02:28.418Z,100107,89216,10891,77,0,77,100184,1379217,668672,710545,8269,2355,1387486
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,24,2026-07-14T16:04:27.528Z,102988,99968,3020,213,0,213,103201,1482205,768640,713565,8482,2355,1490687
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,25,2026-07-14T16:05:44.149Z,105306,102528,2778,1824,1137,687,107130,1587511,871168,716343,10306,3492,1597817
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,26,2026-07-14T16:06:51.183Z,107093,105088,2005,386,242,144,107479,1694604,976256,718348,10692,3734,1705296
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,27,2026-07-14T16:07:47.069Z,108061,0,108061,833,0,833,108894,1802665,976256,826409,11525,3734,1814190
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,28,2026-07-14T16:08:26.627Z,109920,41600,68320,112,0,112,110032,1912585,1017856,894729,11637,3734,1924222
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,29,2026-07-14T16:09:47.416Z,111073,106624,4449,178,32,146,111251,2023658,1124480,899178,11815,3766,2035473
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,30,2026-07-14T16:10:58.957Z,111240,110720,520,160,0,160,111400,2134898,1235200,899698,11975,3766,2146873
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,31,2026-07-14T16:12:30.213Z,113079,110720,2359,1682,1023,659,114761,2247977,1345920,902057,13657,4789,2261634
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,32,2026-07-14T16:14:49.117Z,114472,112768,1704,2353,2041,312,116825,2362449,1458688,903761,16010,6830,2378459
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,33,2026-07-14T16:17:16.164Z,115978,107648,8330,457,340,117,116435,2478427,1566336,912091,16467,7170,2494894
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,34,2026-07-14T16:18:34.502Z,117037,115840,1197,2886,2633,253,119923,2595464,1682176,913288,19353,9803,2614817
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,35,2026-07-14T16:20:46.032Z,117364,0,117364,694,512,182,118058,2712828,1682176,1030652,20047,10315,2732875
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,36,2026-07-14T16:21:44.837Z,118339,116864,1475,1659,512,1147,119998,2831167,1799040,1032127,21706,10827,2852873
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,37,2026-07-14T16:22:19.109Z,119560,117888,1672,120,0,120,119680,2950727,1916928,1033799,21826,10827,2972553
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,38,2026-07-14T16:23:11.124Z,119774,0,119774,135,0,135,119909,3070501,1916928,1153573,21961,10827,3092462
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,39,2026-07-14T16:23:59.595Z,119936,116864,3072,230,0,230,120166,3190437,2033792,1156645,22191,10827,3212628
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,40,2026-07-14T16:25:42.313Z,121569,119424,2145,802,512,290,122371,3312006,2153216,1158790,22993,11339,3334999
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,41,2026-07-14T16:26:35.951Z,124951,121472,3479,671,512,159,125622,3436957,2274688,1162269,23664,11851,3460621
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,42,2026-07-14T16:27:34.088Z,125131,124544,587,1128,0,1128,126259,3562088,2399232,1162856,24792,11851,3586880
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,43,2026-07-14T16:28:27.624Z,126382,125056,1326,1251,908,343,127633,3688470,2524288,1164182,26043,12759,3714513
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,44,2026-07-14T16:29:39.640Z,127951,126080,1871,1368,1175,193,129319,3816421,2650368,1166053,27411,13934,3843832
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,45,2026-07-14T16:31:54.982Z,128153,127616,537,18,0,18,128171,3944574,2777984,1166590,27429,13934,3972003
glm52-codex-05,glm52/routed_down_decode,019f6150-b876-7be1-a1a3-5b44dd07ad2d,gpt-5.5,xhigh,46,2026-07-14T16:32:35.560Z,128367,127616,751,492,0,492,128859,4072941,2905600,1167341,27921,13934,4100862
