Range,Style,Total Proj Time (ns),Total Range Time (ns),Range Instances,Proj Avg (ns),Proj Med (ns),Proj Min (ns),Proj Max (ns),Proj StdDev (ns),Total GPU Ops,Avg GPU Ops,Avg Range Lvl,Avg Num Child
:indexer_complete_decode_m32_cutedsl,PushPop,1428319,2584904,1,1428319.0,1428319.0,1428319,1428319,0.0,9,9.0,0.0,0.0
