Range,Style,Total Proj Time (ns),Total Range Time (ns),Range Instances,Proj Avg (ns),Proj Med (ns),Proj Min (ns),Proj Max (ns),Proj StdDev (ns),Total GPU Ops,Avg GPU Ops,Avg Range Lvl,Avg Num Child
:indexer_complete_decode_m32_deepgemm,PushPop,1100672,2101765,1,1100672.0,1100672.0,1100672,1100672,0.0,9,9.0,0.0,0.0
