Range,Style,Total Proj Time (ns),Total Range Time (ns),Range Instances,Proj Avg (ns),Proj Med (ns),Proj Min (ns),Proj Max (ns),Proj StdDev (ns),Total GPU Ops,Avg GPU Ops,Avg Range Lvl,Avg Num Child
:indexer_dsa_decode_m32_cutedsl,PushPop,1485759,2610180,1,1485759.0,1485759.0,1485759,1485759,0.0,11,11.0,0.0,0.0
