Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
22.3,6784,1,6784.0,6784.0,6784,6784,0.0,"void deep_gemm::sm100_fp8_fp4_gemm_1d1d_impl<(cute::UMMA::Major)0, (cute::UMMA::Major)0, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)0, (unsigned int)0, (unsigned int)0, (unsigned int)16, (unsigned int)128, (unsigned int)128, (unsigned int)1, (unsigned int)128, (unsigned int)128, (unsigned int)128, (unsigned int)12, (unsigned int)128, (unsigned int)128, (unsigned int)2, (bool)1, (unsigned int)148, (bool)1, (bool)1, (deep_gemm::GemmType)0, (bool)0, cutlass::float_e4m3_t, cutlass::float_e4m3_t, cutlass::bfloat16_t, deep_gemm::epilogue::transform::EpilogueIdentity>(int *, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
20.4,6208,1,6208.0,6208.0,6208,6208,0.0,"void <unnamed>::topk_main_kernel<(bool)1, (int)0>(<unnamed>::TopKLaunchParams)"
16.6,5056,1,5056.0,5056.0,5056,5056,0.0,"void deep_gemm::sm100_paged_mqa_logits<(bool)0, (unsigned int)1, (unsigned int)32, (unsigned int)128, (unsigned int)64, (bool)1, (bool)0, (unsigned int)3, (unsigned int)5, (unsigned int)256, (unsigned int)16, (unsigned int)128, (unsigned int)256, float, float, (unsigned int)2>(unsigned int, unsigned int, unsigned int, const unsigned int *, T14 *, const unsigned int *, const unsigned int *, const unsigned int *, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)"
11.9,3616,1,3616.0,3616.0,3616,3616,0.0,nvjet_sm100_tst_32x64_64x16_4x1_v_bz_splitK_TNN
6.5,1984,1,1984.0,1984.0,1984,1984,0.0,"void <unnamed>::fused_q_indexer_rope_hadamard_quant<__nv_bfloat16, long, (bool)1, (bool)1, (bool)0>(<unnamed>::FusedQIndexerRopeHadamardQuantParams)"
6.3,1920,1,1920.0,1920.0,1920,1920,0.0,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __nv_bfloat16, float, __nv_bfloat16, (bool)0, float, __nv_bfloat16, __nv_bfloat16, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
6.2,1888,1,1888.0,1888.0,1888,1888,0.0,"void <unnamed>::per_token_group_quant_8bit_v2_kernel<<unnamed>::NaiveScheduler, (int)128, (int)8, __nv_bfloat16, __nv_fp8_e4m3, (bool)1, (bool)1, (bool)0, (bool)1, unsigned int>(const T4 *, T5 *, T10 *, const int *, int, int, int, int, int)"
5.3,1600,1,1600.0,1600.0,1600,1600,0.0,"void <unnamed>::fused_k_indexer_norm_rope_store<__nv_bfloat16, long, (bool)1, (int)6>(<unnamed>::FusedKIndexerNormRopeStoreParams)"
4.5,1376,1,1376.0,1376.0,1376,1376,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
