Range,Style,Total Proj Time (ns),Total Range Time (ns),Range Instances,Proj Avg (ns),Proj Med (ns),Proj Min (ns),Proj Max (ns),Proj StdDev (ns),Total GPU Ops,Avg GPU Ops,Avg Range Lvl,Avg Num Child
:indexer-fused-prefill-m4096-eager-dual-candidate,PushPop,501918,1349585,1,501918.0,501918.0,501918,501918,0.0,4,4.0,0.0,0.0
